"","user name","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","tweets date","tweet "
"sadquotes.233","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 20:31:30,"romeo save me ive been feeling so alone"
"sadquotes.234","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 15:31:15,"if you loved me why did you let me go "
"sadquotes.235","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 15:26:00,"maybe if i scream from the top of my lungs somebody will hear me i thought but not even then"
"sadquotes.236","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 15:17:04,"things to do today get up survive go back to bed"
"sadquotes.237","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 03:45:12,"depressed moment what happened to simple love letters"
"sadquotes.238","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 03:43:32,"saavanahmodeste follow me "
"sadquotes.239","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 03:39:18,"i gave you my heart and you broke it with your hands"
"sadquotes.240","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:16:02,"how can i be without you"
"sadquotes.241","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:15:51,"why did you come into my life if you had to leave someday"
"sadquotes.242","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:15:22,"retweet if youre suffering from a broken heart"
"sadquotes.243","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:14:20,"do you know what its liketo be a stranger"
"sadquotes.244","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:13:53,"do you ever lie awake at night thinking about the time we spent together the moments we cherished"
"sadquotes.245","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:13:35,"do you ever miss me"
"sadquotes.246","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:13:27,"do you hear my cries"
"sadquotes.247","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:12:55,"when i see you smile and know its not for me thats when i miss you the most"
"sadquotes.248","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:11:16,"i know god will not give me anything i cant handle i just wish that he didnt trust me so much    mother teresa"
"sadquotes.249","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-03 00:10:32,"the thought of losing you is unbearable"
"sadquotes.250","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 23:47:42,"why is life so hard and never easy"
"sadquotes.251","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 23:41:53,"my heart beats for you but here you go and ruin it "
"sadquotes.252","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 23:40:40,"crazykittycat thank you "
"sadquotes.253","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 23:36:21,"i know life was never meant to be easy but i never thought it would be this hard"
"sadquotes.254","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 23:33:46,"death is not the greatest loss in life the greatest loss is what dies inside us while we live"
"sadquotes.255","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 23:25:37,"i wish your here with mebut your not your with him"
"sadquotes.256","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 23:23:19,"my heart has stitches because of youbut i still love you "
"sadquotes.257","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 23:20:10,"my silence is just another word for my pain "
"sadquotes.258","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 20:17:35,"i wish you cold hear all the words im to afraid to said"
"sadquotes.259","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 20:00:35,"i miss your smile but i miss mine more"
"sadquotes.260","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 19:32:20,"i keep telling myself that i dont miss you  that i dont love you hopping one day ill believe it"
"sadquotes.261","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 19:30:58,"for sale one heart horrible conditions will take anything for it please just cut it out of my chest and end this suffering  "
"sadquotes.262","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:59:43,"not every smile has a happy moment behind it"
"sadquotes.263","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:58:17,"todays friend tomorrows stranger"
"sadquotes.264","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:57:56,"sometimes i wonder did i ever know you"
"sadquotes.265","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:57:21,"why did you let me down why werent you true to your words"
"sadquotes.266","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:56:43,"the only thing that walks with meis my own shadow"
"sadquotes.267","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:54:57,"why do i still feel alone among a crowd"
"sadquotes.268","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:54:31,"i like to walk in the rain so no one sees my tears"
"sadquotes.269","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:53:30,"sometimes i wish you knew how i felt but even if you knewhow could i make you care"
"sadquotes.270","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:29:56,"ahsfdksdhwhd i know how you feel"
"sadquotes.271","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:28:36,"thinking of you makes my chest ache"
"sadquotes.272","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:27:08,"that awkward moment when you are falling apart and nobody notice"
"sadquotes.273","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 14:26:05,"im pushing everyone away"
"sadquotes.274","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 13:10:05,"when did you become someone i used to know "
"sadquotes.275","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 12:34:06,"one day im gonna stop being the other one and become your only one"
"sadquotes.276","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 12:21:02,"why am i never good enough "
"sadquotes.277","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 05:48:17,"without struggle there is no process"
"sadquotes.278","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 05:47:25,"whenever im with you im home"
"sadquotes.279","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 05:45:19,"please let me keep this memory just one"
"sadquotes.280","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 05:44:23,"i say im over you but yet i still search for quotes that remind me of us"
"sadquotes.281","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-11-02 05:42:52,"to acquire the rainbow you must endure the rain"
"sadquotes.282","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-09-11 11:22:50,"may everyone that died in the   attacks be angels"
"sadquotes.283","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-09-08 11:23:20,"youre all i can ever think about i cant stop"
"sadquotes.284","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-09-08 11:22:23,"the worst pain is when you can physical feel your heart breaking"
"sadquotes.285","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-09-08 11:21:50,"no one will ever really understand"
"sadquotes.286","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-09-08 11:21:21,"dont forget me please"
"sadquotes.287","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-09-08 11:20:33,"please never leave me"
"sadquotes.288","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-09-08 11:20:11,"nevermind ill find someone like you someone like you adele"
"sadquotes.289","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-05-15 00:31:57,"the truth is im scared you wont understand and you wont love me back the same way i do"
"sadquotes.290","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-05-15 00:30:18,"i wish i could tell you but i cant"
"sadquotes.291","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-05-15 00:29:39,"my love for you is unconditional"
"sadquotes.292","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-21 14:02:28,"theres something about baby you and i  you and i ladygaga"
"sadquotes.293","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-21 14:01:48,"im sorry if i wasnt enough"
"sadquotes.294","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-21 13:55:21,"when is it the right time to let go"
"sadquotes.295","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-21 13:54:06,"destroying everything seems like the best option"
"sadquotes.296","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-21 13:53:06,"when im with him i am thinking of you  thinking of you katyperry"
"sadquotes.297","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-21 13:51:38,"i know you are worth the wait"
"sadquotes.298","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-21 13:51:03,"i dont know if i should turn back or keep on walking a lonely road"
"sadquotes.299","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-21 13:48:31,"strange how we love the ones who ignore us but ignore the ones who love us"
"sadquotes.300","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-13 14:20:12,"i dont see the good in goodbye"
"sadquotes.301","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-04-02 13:06:07,"i keep trying and trying and trying but for what"
"sadquotes.302","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-03-27 03:49:24,"you hurt me but i still love you"
"sadquotes.303","we are trying to kill time, while time is killing us | dm for promos l TheTwitterEmpire@outlook.com l",459,125687,207,0,NA,"Sad Quotes",2009-12-10 06:07:23,FALSE,FALSE,"SadQuotes","turn on tweet notifications","en","95838017",271,FALSE,"http://pbs.twimg.com/profile_images/934002937239613440/Q868nBzy_normal.jpg",2011-03-27 03:47:59,"tears are the words i couldnt express"
